epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
146,1385.59,1.00792,0.50869,0.97403,0.91869,0.94531,0.97791,0.73891,1.10794,0.48216,1.00652,0.001043,0.001043,0.001043
147,1394.14,1.01847,0.50318,0.98006,0.92269,0.93701,0.97746,0.74078,1.13099,0.47183,1.01393,0.0010364,0.0010364,0.0010364
148,1402.51,1.01907,0.51839,0.97779,0.91674,0.95156,0.97728,0.74284,1.097,0.47154,0.99783,0.0010298,0.0010298,0.0010298
149,1411.07,1.0033,0.49932,0.97118,0.91481,0.95424,0.97613,0.73644,1.12502,0.47629,1.01168,0.0010232,0.0010232,0.0010232
150,1419.33,1.02456,0.51053,0.97673,0.91977,0.94629,0.97885,0.73997,1.10393,0.47297,1.00402,0.0010166,0.0010166,0.0010166
151,1428.14,1.01113,0.50829,0.97315,0.92609,0.93701,0.97838,0.74413,1.11805,0.47858,1.00601,0.00101,0.00101,0.00101
152,1436.42,1.00139,0.49632,0.97156,0.90775,0.9562,0.97767,0.74551,1.08346,0.46921,0.99402,0.0010034,0.0010034,0.0010034
153,1445.11,0.99451,0.49396,0.97315,0.91584,0.95264,0.97597,0.7464,1.11203,0.4734,1.00114,0.0009968,0.0009968,0.0009968
154,1453.47,0.99248,0.49479,0.97014,0.91827,0.94922,0.97747,0.74835,1.10488,0.47008,0.99883,0.0009902,0.0009902,0.0009902
155,1462.06,1.00096,0.4978,0.97499,0.92012,0.9458,0.97705,0.74747,1.08737,0.45866,0.99411,0.0009836,0.0009836,0.0009836
156,1470.53,1.01229,0.49842,0.97492,0.9243,0.94799,0.97872,0.74641,1.11203,0.45925,1.00267,0.000977,0.000977,0.000977
157,1479.19,1.00287,0.49796,0.97775,0.9283,0.94198,0.97775,0.7425,1.12219,0.46805,1.00598,0.0009704,0.0009704,0.0009704
158,1487.56,1.01506,0.51075,0.97693,0.93007,0.93799,0.97792,0.74238,1.10512,0.4709,1.00446,0.0009638,0.0009638,0.0009638
159,1496.18,0.99935,0.50354,0.96927,0.92711,0.9378,0.97589,0.74322,1.09963,0.47485,0.99651,0.0009572,0.0009572,0.0009572
160,1504.54,1.02421,0.50899,0.97876,0.92542,0.94514,0.97753,0.74681,1.10761,0.47277,1.00302,0.0009506,0.0009506,0.0009506
161,1513.18,1.01014,0.50443,0.97258,0.92409,0.94512,0.97767,0.74281,1.11139,0.46384,1.00386,0.000944,0.000944,0.000944
162,1521.58,0.99665,0.49677,0.97036,0.91754,0.9458,0.97842,0.74457,1.11446,0.48094,1.00408,0.0009374,0.0009374,0.0009374
163,1530.34,1.01521,0.50917,0.96972,0.91263,0.95361,0.97742,0.74547,1.11342,0.46144,1.00834,0.0009308,0.0009308,0.0009308
164,1538.76,0.99921,0.49155,0.97754,0.91994,0.94336,0.97651,0.74502,1.10103,0.47085,0.99991,0.0009242,0.0009242,0.0009242
